aaoarx1	Aaosphaeria	arxii	CBS17579	v1.0	mycodb		Aaoar1	20210414	jgi	Haridas S et al.,2020	aaoarx1.fa	aaoarx1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales						nlr	/home/adrian/Systematics/Starship_Database/SQL/data/faa/cargo/nlr/mycodb/nlr.mycoDB.part_aaoarx1_360556.faa	nlr.mycoDB.part_aaoarx1_360556.faa	6fc62ee56dc1eea8884ea419d5b73f0f														
aaoarx1	Aaosphaeria	arxii	CBS17579	v1.0	mycodb		Aaoar1	20210414	jgi	Haridas S et al.,2020	aaoarx1.fa	aaoarx1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales						fre																	
aaoarx1	Aaosphaeria	arxii	CBS17579	v1.0	mycodb		Aaoar1	20210414	jgi	Haridas S et al.,2020	aaoarx1.fa	aaoarx1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales						plp																	
aaoarx1	Aaosphaeria	arxii	CBS17579	v1.0	mycodb		Aaoar1	20210414	jgi	Haridas S et al.,2020	aaoarx1.fa	aaoarx1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales						duf3723	/home/adrian/Systematics/Starship_Database/SQL/data/faa/cargo/duf3723/mycodb/duf3723.mycoDB.part_aaoarx1_360599.faa	duf3723.mycoDB.part_aaoarx1_360599.faa	3b41f3425528d4c35fecd9add9f97c56														
abobie2	Abortiporus	biennis	CIRMBRFM1778	v1.0	mycodb		Abobie1	20210414	jgi	Hage H et al.,2021	abobie2.fa	abobie2.gff	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales	Podoscyphaceae					nlr																	
abobie2	Abortiporus	biennis	CIRMBRFM1778	v1.0	mycodb		Abobie1	20210414	jgi	Hage H et al.,2021	abobie2.fa	abobie2.gff	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales	Podoscyphaceae					fre																	
abobie2	Abortiporus	biennis	CIRMBRFM1778	v1.0	mycodb		Abobie1	20210414	jgi	Hage H et al.,2021	abobie2.fa	abobie2.gff	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales	Podoscyphaceae					plp																	
abobie2	Abortiporus	biennis	CIRMBRFM1778	v1.0	mycodb		Abobie1	20210414	jgi	Hage H et al.,2021	abobie2.fa	abobie2.gff	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales	Podoscyphaceae					duf3723																	
absgla1	Absidia	glauca		20160411	mycodb	SAMEA3923633	SAMEA3923633	20210414	ncbi	2016/04/11	absgla1.fa	absgla1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					nlr																	
absgla1	Absidia	glauca		20160411	mycodb	SAMEA3923633	SAMEA3923633	20210414	ncbi	2016/04/11	absgla1.fa	absgla1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					fre																	
absgla1	Absidia	glauca		20160411	mycodb	SAMEA3923633	SAMEA3923633	20210414	ncbi	2016/04/11	absgla1.fa	absgla1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					plp																	
absgla1	Absidia	glauca		20160411	mycodb	SAMEA3923633	SAMEA3923633	20210414	ncbi	2016/04/11	absgla1.fa	absgla1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					duf3723																	
absrep1	Absidia	repens	NRRL1336	v1.0	mycodb		Absrep1	20210414	jgi	Mondo SJ et al.,2017	absrep1.fa	absrep1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					nlr																	
absrep1	Absidia	repens	NRRL1336	v1.0	mycodb		Absrep1	20210414	jgi	Mondo SJ et al.,2017	absrep1.fa	absrep1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					fre																	
absrep1	Absidia	repens	NRRL1336	v1.0	mycodb		Absrep1	20210414	jgi	Mondo SJ et al.,2017	absrep1.fa	absrep1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					plp																	
absrep1	Absidia	repens	NRRL1336	v1.0	mycodb		Absrep1	20210414	jgi	Mondo SJ et al.,2017	absrep1.fa	absrep1.gff	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Cunninghamellaceae					duf3723																	
acaing1	Acaromyces	ingoldii	MCA4198	v1.0	mycodb		Acain1	20210414	jgi	Kijpornyongpan T et al.,2018	acaing1.fa	acaing1.gff	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Exobasidiales	Cryptobasidiaceae					nlr																	
acaing1	Acaromyces	ingoldii	MCA4198	v1.0	mycodb		Acain1	20210414	jgi	Kijpornyongpan T et al.,2018	acaing1.fa	acaing1.gff	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Exobasidiales	Cryptobasidiaceae					fre																	
acaing1	Acaromyces	ingoldii	MCA4198	v1.0	mycodb		Acain1	20210414	jgi	Kijpornyongpan T et al.,2018	acaing1.fa	acaing1.gff	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Exobasidiales	Cryptobasidiaceae					plp																	
acaing1	Acaromyces	ingoldii	MCA4198	v1.0	mycodb		Acain1	20210414	jgi	Kijpornyongpan T et al.,2018	acaing1.fa	acaing1.gff	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Exobasidiales	Cryptobasidiaceae					duf3723																	
acastr1	Acarospora	strigata	CBS132363	0.0	mycodb		Acastr1	20210414	jgi	McDonald TR et al.,2013	acastr1.fa	acastr1.gff	leotiomyceta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales	Acarosporaceae					nlr																	
acastr1	Acarospora	strigata	CBS132363	0.0	mycodb		Acastr1	20210414	jgi	McDonald TR et al.,2013	acastr1.fa	acastr1.gff	leotiomyceta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales	Acarosporaceae					fre																	
acastr1	Acarospora	strigata	CBS132363	0.0	mycodb		Acastr1	20210414	jgi	McDonald TR et al.,2013	acastr1.fa	acastr1.gff	leotiomyceta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales	Acarosporaceae					plp																	
acastr1	Acarospora	strigata	CBS132363	0.0	mycodb		Acastr1	20210414	jgi	McDonald TR et al.,2013	acastr1.fa	acastr1.gff	leotiomyceta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales	Acarosporaceae					duf3723																	
acemac1	Acephala	macrosclerotiorum	EW76UTF0540	v1.0	mycodb		Acema1	20210414	jgi	Miyauchi S et al.,2020	acemac1.fa	acemac1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales	Mollisiaceae					nlr	/home/adrian/Systematics/Starship_Database/SQL/data/faa/cargo/nlr/mycodb/nlr.mycoDB.part_acemac1_567143.faa	nlr.mycoDB.part_acemac1_567143.faa	66977b8aae423e74d5b74384079a1854														
acemac1	Acephala	macrosclerotiorum	EW76UTF0540	v1.0	mycodb		Acema1	20210414	jgi	Miyauchi S et al.,2020	acemac1.fa	acemac1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales	Mollisiaceae					fre	/home/adrian/Systematics/Starship_Database/SQL/data/faa/cargo/fre/mycodb/fre.mycoDB.part_acemac1_209611.faa	fre.mycoDB.part_acemac1_209611.faa	c723189f077d1e495456b1a059ee4d6a														
acemac1	Acephala	macrosclerotiorum	EW76UTF0540	v1.0	mycodb		Acema1	20210414	jgi	Miyauchi S et al.,2020	acemac1.fa	acemac1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales	Mollisiaceae					plp																	
acemac1	Acephala	macrosclerotiorum	EW76UTF0540	v1.0	mycodb		Acema1	20210414	jgi	Miyauchi S et al.,2020	acemac1.fa	acemac1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales	Mollisiaceae					duf3723	/home/adrian/Systematics/Starship_Database/SQL/data/faa/cargo/duf3723/mycodb/duf3723.mycoDB.part_acemac1_752175.faa	duf3723.mycoDB.part_acemac1_752175.faa	e5017a6cedb2220286e8f434ff20efbc														
aciric2	Acidomyces	richmondensis	BFW	0.0	mycodb		Aciri1_iso	20210414	jgi	Mosier AC et al.,N/D	aciric2.fa	aciric2.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					nlr																	
aciric2	Acidomyces	richmondensis	BFW	0.0	mycodb		Aciri1_iso	20210414	jgi	Mosier AC et al.,N/D	aciric2.fa	aciric2.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					fre																	
aciric2	Acidomyces	richmondensis	BFW	0.0	mycodb		Aciri1_iso	20210414	jgi	Mosier AC et al.,N/D	aciric2.fa	aciric2.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					plp																	
aciric2	Acidomyces	richmondensis	BFW	0.0	mycodb		Aciri1_iso	20210414	jgi	Mosier AC et al.,N/D	aciric2.fa	aciric2.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					duf3723																	
acisp.1	Acidomyces	sp.	richmondensis	20160315	mycodb	SAMN02799239	SAMN02799239	20210414	ncbi	2016/02/24	acisp.1.fa	acisp.1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					nlr																	
acisp.1	Acidomyces	sp.	richmondensis	20160315	mycodb	SAMN02799239	SAMN02799239	20210414	ncbi	2016/02/24	acisp.1.fa	acisp.1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					fre																	
acisp.1	Acidomyces	sp.	richmondensis	20160315	mycodb	SAMN02799239	SAMN02799239	20210414	ncbi	2016/02/24	acisp.1.fa	acisp.1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					plp																	
acisp.1	Acidomyces	sp.	richmondensis	20160315	mycodb	SAMN02799239	SAMN02799239	20210414	ncbi	2016/02/24	acisp.1.fa	acisp.1.gff	dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Mycosphaerellales	Teratosphaeriaceae					duf3723																	
acrchr1	Acremonium	chrysogenum	ATCC11550	0.0	mycodb		Acrchr1	20210414	jgi	Terfehr D et al.,2014	acrchr1.fa	acrchr1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales						nlr																	
acrchr1	Acremonium	chrysogenum	ATCC11550	0.0	mycodb		Acrchr1	20210414	jgi	Terfehr D et al.,2014	acrchr1.fa	acrchr1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales						fre																	
acrchr1	Acremonium	chrysogenum	ATCC11550	0.0	mycodb		Acrchr1	20210414	jgi	Terfehr D et al.,2014	acrchr1.fa	acrchr1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales						plp																	
acrchr1	Acremonium	chrysogenum	ATCC11550	0.0	mycodb		Acrchr1	20210414	jgi	Terfehr D et al.,2014	acrchr1.fa	acrchr1.gff	sordariomyceta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales						duf3723																	
actamb1	Actinomortierella	ambigua		20210104	mycodb	SAMN09074672	SAMN09074672	20210414	ncbi	2020/12/16	actamb1.fa	actamb1.gff	Opisthokonta	Fungi	Mucoromycota	Mortierellomycotina	Mortierellomycetes		Mortierellales	Mortierellaceae					nlr																	
actamb1	Actinomortierella	ambigua		20210104	mycodb	SAMN09074672	SAMN09074672	20210414	ncbi	2020/12/16	actamb1.fa	actamb1.gff	Opisthokonta	Fungi	Mucoromycota	Mortierellomycotina	Mortierellomycetes		Mortierellales	Mortierellaceae					fre																	
actamb1	Actinomortierella	ambigua		20210104	mycodb	SAMN09074672	SAMN09074672	20210414	ncbi	2020/12/16	actamb1.fa	actamb1.gff	Opisthokonta	Fungi	Mucoromycota	Mortierellomycotina	Mortierellomycetes		Mortierellales	Mortierellaceae					plp																	
