altals1	altals1	Alternaria	alstroemeriae				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altals1_s00058.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altals1_s00058.gff	ncbi	no	
altalt11	altalt11	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt11_s00073.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt11_s00073.gff	ncbi	no	
altalt11	altalt11	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt11_s00074.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt11_s00074.gff	ncbi	no	
altalt12	altalt12	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt12_s00075.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt12_s00075.gff	ncbi	no	
altalt13	altalt13	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt13_s00078.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt13_s00078.gff	ncbi	no	
altalt13	altalt13	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt13_s00079.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt13_s00079.gff	ncbi	no	
altalt7	altalt7	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt7_s00064.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt7_s00064.gff	ncbi	no	
altalt7	altalt7	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt7_s00065.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt7_s00065.gff	ncbi	no	
altalt7	altalt7	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt7_s00066.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt7_s00066.gff	ncbi	no	
altalt8	altalt8	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt8_s00067.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt8_s00067.gff	ncbi	no	
altalt8	altalt8	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt8_s00068.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt8_s00068.gff	ncbi	no	
altalt9	altalt9	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt9_s00069.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt9_s00069.gff	ncbi	no	
altalt9	altalt9	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt9_s00070.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt9_s00070.gff	ncbi	no	
altalt9	altalt9	Alternaria	alternata				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altalt9_s00071.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altalt9_s00071.gff	ncbi	no	
altarb4	altarb4	Alternaria	arborescens				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altarb4_s00090.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altarb4_s00090.gff	ncbi	no	
altatr1	altatr1	Alternaria	atra		2021-05-11	SAMEA7819814	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altatr1_s00107.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altatr1_s00107.gff	ncbi	no	2021/05/11
altcon1	altcon1	Alternaria	consortialis				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altcon1_s00140.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altcon1_s00140.gff	ncbi	no	
altcon1	altcon1	Alternaria	consortialis				/home/adrian/Systematics/Starship_Database/starbase/SQL/data/fna/ships/mycodb/altcon1_s00142.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/gff/mycodb/altcon1_s00142.gff	ncbi	no	
